rank,artist,track,label,sp_peak,sp_last_week,sp_woc,streams,date
162,Kendrick Lamar,HUMBLE.,Aftermath,1,153,189,2496680,2/1/2024
163,Travis Scott,goosebumps,Cactus Jack / Epic,8,164,279,2493667,2/1/2024
164,"Feid, ATL Jacob",LUNA,UMLE - Latino,157,157,2,2491907,2/1/2024
165,"Jordan Davis, Luke Bryan",Buy Dirt,MCA Nashville,67,166,91,2485959,2/1/2024
166,Bailey Zimmerman,Rock and A Hard Place,Warner Music Nashville/Elektra,26,173,83,2485850,2/1/2024
167,Keyshia Cole,Love,A&M (UC),150,160,7,2481026,2/1/2024
168,"Offset, Metro Boomin",Ric Flair Drip (with Metro Boomin),"Slaughter Gang, LLC/Epic/Quality Control Music/Motown/Capitol/Boominati Worldwide/Republic",4,184,209,2473051,2/1/2024
169,"Lil Baby, Drake",Yes Indeed,"Quality Control Music, LLC",2,155,172,2472606,2/1/2024
170,Lil Baby,Freestyle,Quality Control Music (Caroline),46,143,82,2472078,2/1/2024
171,Laufey,From The Start,Laufey,45,145,28,2469532,2/1/2024
172,Eyedress,Jealous,Lex Records,137,137,24,2462518,2/1/2024
173,Taylor Swift,Now That We Don't Talk (Taylor's Version) (From The Vault),Taylor Swift,2,136,14,2461483,2/1/2024
174,TV Girl,Blue Hair,TV Girl,94,172,23,2457295,2/1/2024
175,Creedence Clearwater Revival,Have You Ever Seen The Rain,Craft Recordings,140,140,7,2444608,2/1/2024
176,Bailey Zimmerman,Religiously,Warner Music Nashville/Elektra,23,196,31,2441120,2/1/2024
177,Mac DeMarco,Heart To Heart,Mac’s Record Label,30,163,34,2436148,2/1/2024
178,"Baby Keem, Kendrick Lamar",family ties (with Kendrick Lamar),Columbia,8,179,126,2435761,2/1/2024
179,Steve Lacy,C U Girl,L-M Records,152,152,7,2428580,2/1/2024
180,"Grupo Frontera, Grupo Firme",EL AMOR DE SU VIDA,Grupo Frontera,108,190,12,2422860,2/1/2024
181,"Mac Miller, Empire Of The Sun",The Spins,Rostrum Records,61,199,121,2421414,2/1/2024
182,J. Cole,Work Out,Roc Nation LLC,101,187,72,2420409,2/1/2024
183,Creedence Clearwater Revival,Fortunate Son,Craft Recordings,107,182,11,2420018,2/1/2024
184,Morgan Wallen,Whiskey Glasses,Big Loud,43,-1,240,2409188,2/1/2024
185,"J. Cole, Miguel",Power Trip (feat. Miguel),Roc Nation LLC,167,167,4,2408246,2/1/2024
186,"Grupo Frontera, Bad Bunny",un x100to,Grupo Frontera,2,197,41,2404177,2/1/2024
187,Bruno Mars,Locked out of Heaven,Atlantic Records,122,-1,9,2398730,2/1/2024
188,Steve Lacy,Some,L-M Records,188,188,2,2395163,2/1/2024
189,"Drake, 21 Savage",Spin Bout U,OVO / Republic Records,6,-1,57,2381999,2/1/2024
190,Tame Impala,The Less I Know The Better,Universal Music Australia Pty. Ltd.,117,171,131,2370609,2/1/2024
191,"Eminem, Juice WRLD",Godzilla (feat. Juice WRLD),Shady/Aftermath/Interscope Records,2,181,106,2366814,2/1/2024
192,Key Glock,Let's Go,Paper Route EMPIRE,192,-1,1,2365654,2/1/2024
193,Radiohead,Creep,XL Recordings,129,-1,18,2364033,2/1/2024
194,Juice WRLD,All Girls Are The Same,Juice WRLD Mixtape / ISR P&D,13,185,270,2363229,2/1/2024
195,Zach Bryan,Sun to Me,Warner Records,51,-1,41,2345144,2/1/2024
196,"Travis Scott, Drake",MELTDOWN (feat. Drake),Cactus Jack/Epic,1,192,27,2339647,2/1/2024
197,Josh Meloy,Porch Light,Josh Meloy Music,180,180,2,2335949,2/1/2024
198,Baby Keem,ORANGE SODA,Baby Keem LLC,54,198,79,2335078,2/1/2024
199,Coldplay,Yellow,Parlophone UK,179,-1,4,2334524,2/1/2024
200,Olivia Rodrigo,bad idea right?,Olivia Rodrigo PS,1,168,25,2331033,2/1/2024
1,Benson Boone,Beautiful Things,"Night Street Records, Inc./Warner Records Inc.",1,7,3,11372296,2/8/2024
2,Noah Kahan,Stick Season,Mercury Records/Republic Records,2,4,67,10479567,2/8/2024
3,21 Savage,redrum,"Slaughter Gang, LLC/Epic Records",1,1,4,9783073,2/8/2024
4,Jack Harlow,Lovin On Me,Generation Now/Atlantic,1,2,13,9181119,2/8/2024
5,"Zach Bryan, Kacey Musgraves",I Remember Everything (feat. Kacey Musgraves),Warner Records,1,5,24,8956651,2/8/2024
6,Flo Milli,Never Lose Me,'94 Sounds/RCA Records,6,6,6,8701328,2/8/2024
7,Megan Thee Stallion,HISS,Hot Girl Productions,3,3,2,8158694,2/8/2024
8,Mitski,My Love Mine All Mine,Dead Oceans,3,9,21,7832801,2/8/2024
9,Xavi,La Diabla,Interscope Records,6,8,8,7641447,2/8/2024
10,Tate McRae,greedy,RCA Records Label,4,10,21,7226198,2/8/2024
11,Taylor Swift,Cruel Summer,Taylor Swift,2,12,65,6862110,2/8/2024
12,Teddy Swims,Lose Control,Warner Records,12,13,13,6568912,2/8/2024
13,SZA,Snooze,Top Dawg Entertainment/RCA Records,10,33,61,6461096,2/8/2024
14,Rich Amiri,ONE CALL,Internet Money Records / 10K Projects,14,42,4,5958811,2/8/2024
15,Don Toliver,BANDIT,Cactus Jack / Atlantic,15,-1,1,5893324,2/8/2024
16,Zach Bryan,Something in the Orange,Warner Records,4,15,94,5819114,2/8/2024
17,"Kali Uchis, Peso Pluma",Igual Que Un Ángel (with Peso Pluma),Geffen Records,10,11,4,5783284,2/8/2024
18,"Drake, Sexyy Red, SZA",Rich Baby Daddy (feat. Sexyy Red & SZA),OVO/Republic,11,19,18,5660076,2/8/2024
19,"The Weeknd, JENNIE, Lily-Rose Depp","One Of The Girls (with JENNIE, Lily Rose Depp)",XO / Republic Records,18,18,11,5628188,2/8/2024
20,"JID, 21 Savage, Baby Tate",Surround Sound (feat. 21 Savage & Baby Tate),Dreamville/Interscope,11,14,18,5531736,2/8/2024
21,Travis Scott,I KNOW ?,Cactus Jack/Epic,3,26,28,5438470,2/8/2024
22,Lil Tecca,500lbs,Galactic Records/Lil Tecca,12,22,22,5359673,2/8/2024
23,"The Weeknd, Playboi Carti, Madonna",Popular (with Playboi Carti & Madonna) - From The Idol Vol. 1 (Music from the HBO Original Series),XO / Republic Records,16,16,30,5265063,2/8/2024
24,Xavi,La Víctima,Interscope Records,16,20,10,5218863,2/8/2024
25,Ariana Grande,"yes, and?",Republic Records,1,17,4,5190332,2/8/2024
26,Morgan Wallen,Last Night,Big Loud Records / Mercury Records / Republic Records,1,23,54,5111003,2/8/2024
27,4batz,act ii: date @ 8,4Batz,27,30,5,5084744,2/8/2024
28,Doja Cat,Agora Hills,Kemosabe Records/RCA Records,6,25,20,4992687,2/8/2024
29,Olivia Rodrigo,vampire,Olivia Rodrigo PS,1,40,32,4963192,2/8/2024
30,Ice Spice,Think U The Shit (Fart),10K Projects/Capitol Records,21,21,2,4812469,2/8/2024
31,Frank Ocean,Pink + White,Boys Don't Cry,30,36,78,4809750,2/8/2024
32,"Drake, Yeat",IDGAF (feat. Yeat),OVO/Republic,1,27,18,4797781,2/8/2024
33,Gunna,fukumean,300 Entertainment,1,35,34,4761933,2/8/2024
34,"Travis Scott, Playboi Carti",FE!N (feat. Playboi Carti),Cactus Jack/Epic,2,45,28,4754014,2/8/2024
35,Billie Eilish,"What Was I Made For? [From The Motion Picture ""Barbie""]",Darkroom/Interscope Records,6,50,30,4505456,2/8/2024
36,Nicki Minaj,FTCU,Republic Records,7,24,9,4443834,2/8/2024
37,Doja Cat,Paint The Town Red,Kemosabe Records/RCA Records,1,32,27,4425741,2/8/2024
38,Good Neighbours,Home,Some Action,38,61,2,4387385,2/8/2024
39,"Tyler, The Creator, Kali Uchis",See You Again (feat. Kali Uchis),Columbia,5,39,136,4376471,2/8/2024
40,"Drake, J. Cole",First Person Shooter (feat. J. Cole),OVO/Republic,2,37,18,4365333,2/8/2024
41,YG Marley,Praise Jah In The Moonlight,YG Marley Music,41,81,2,4337058,2/8/2024
42,SZA,Kill Bill,Top Dawg Entertainment/RCA Records,1,59,61,4307998,2/8/2024
43,J. Cole,No Role Modelz,Roc Nation Records LLC,10,38,313,4304049,2/8/2024
44,Morgan Wallen,Thinkin’ Bout Me,Big Loud Records / Mercury Records / Republic Records,9,41,49,4272477,2/8/2024
45,Luke Combs,Fast Car,River House Artists/Columbia Nashville,4,95,46,4246120,2/8/2024
46,"21 Savage, Travis Scott, Metro Boomin",née-nah,"Slaughter Gang, LLC/Epic Records",5,31,4,4230490,2/8/2024
47,Sabrina Carpenter,Feather,Island Records,20,28,11,4204603,2/8/2024
48,Tate McRae,exes,RCA Records Label,16,47,12,4171826,2/8/2024
49,TV Girl,Lovers Rock,TV Girl,38,44,64,4141914,2/8/2024
50,Taylor Swift,Is It Over Now? (Taylor's Version) (From The Vault),Taylor Swift,1,49,15,4079582,2/8/2024
51,Sophie Ellis-Bextor,Murder On The Dancefloor,Polydor Records,28,34,6,4063840,2/8/2024
52,Kanye West,Father Stretch My Hands Pt. 1,Rock The World/IDJ/Kanye LP7,51,53,102,4055657,2/8/2024
53,Zach Bryan,Heading South,Warner Records,36,52,65,4044330,2/8/2024
54,Kanye West,Heartless,Roc-A-Fella,40,43,123,3976478,2/8/2024
55,Morgan Wallen,Spin You Around (1/24),Big Loud Records / Mercury Records,29,29,2,3974950,2/8/2024
56,Hotel Ugly,Shut up My Moms Calling,"Hotel Ugly, under exclusive license to Amuseio AB",29,54,75,3761772,2/8/2024
57,Morgan Wallen,You Proof,Big Loud Records / Mercury Records / Republic Records,8,51,91,3749751,2/8/2024
58,"Calle 24, Chino Pacas, Fuerza Regida",Que Onda,Street Mob Records,40,46,23,3716324,2/8/2024
59,"Fuerza Regida, Marshmello",HARLEY QUINN,Rancho Humilde/Street Mob Records,20,56,15,3706556,2/8/2024
60,TV Girl,Not Allowed,TV Girl,39,58,39,3700215,2/8/2024
61,Taylor Swift,Anti-Hero,Taylor Swift,1,98,68,3695412,2/8/2024
62,Morgan Wallen,Wasted On You,Big Loud / Republic,3,48,159,3670410,2/8/2024
63,Michael Marcagi,Scared To Start,Warner Records,63,84,3,3664954,2/8/2024
64,The Neighbourhood,Sweater Weather,Columbia,13,60,181,3650674,2/8/2024
65,Miley Cyrus,Flowers,Columbia,1,-1,44,3619249,2/8/2024
66,Richy Mitch & The Coal Miners,Evergreen,Richy Mitch & The Coal Miners,63,63,20,3616964,2/8/2024
67,d4vd,Romantic Homicide,Darkroom/Interscope Records,3,64,79,3496783,2/8/2024
68,"Zach Bryan, The War And Treaty",Hey Driver (feat. The War and Treaty),Warner Records,3,75,24,3480449,2/8/2024
69,"Peso Pluma, Anitta",BELLAKEO,Double P Records,35,55,8,3470932,2/8/2024
70,Tyla,Water,FAX Records/Epic,23,68,19,3459216,2/8/2024
71,"Keith David, Blake Roman, Andrew Underberg, Sam Haft","Loser, Baby",A24 Music,71,150,2,3459162,2/8/2024
72,Travis Scott,MY EYES,Cactus Jack/Epic,8,91,15,3449949,2/8/2024
73,"Bad Bunny, Feid",PERRO NEGRO,Rimas Entertainment LLC,10,73,17,3441438,2/8/2024
74,Tory Lanez,The Color Violet,One Umbrella Records,26,67,75,3420643,2/8/2024
75,"Kanye West, Pusha T",Runaway,Roc-A-Fella,63,71,13,3372139,2/8/2024
76,PARTYNEXTDOOR,Break from Toronto,OVO Sound,67,85,49,3369634,2/8/2024
77,Toby Keith,Should've Been A Cowboy,Mercury Nashville,77,-1,1,3361243,2/8/2024
78,"Blake Roman, Sam Haft, Andrew Underberg",Poison - Hazbin Hotel Original Soundtrack,A24 Music,78,-1,1,3338626,2/8/2024
79,"Jessie Murph, Jelly Roll",Wild Ones (feat. Jelly Roll),Columbia,79,90,18,3323473,2/8/2024
80,"Drake, 21 Savage",Jimmy Cooks (feat. 21 Savage),OVO,2,72,86,3288327,2/8/2024
81,Kenya Grace,Strangers,Warner Records/Major Recordings,17,70,22,3284210,2/8/2024
82,BigXthaPlug,Mmhmm,BigXthaPlug under exclusive license to UnitedMasters LLC,62,66,8,3278847,2/8/2024
83,Steve Lacy,Dark Red,Three Quarter,16,78,131,3278419,2/8/2024
84,Vance Joy,Riptide,F-Stop Records/Atlantic,67,69,46,3270863,2/8/2024
85,Natasha Bedingfield,Unwritten,Sony Music CG,85,99,5,3270148,2/8/2024
86,"Noah Kahan, Post Malone",Dial Drunk (with Post Malone),Mercury Records/Republic Records,13,87,30,3261427,2/8/2024
87,Fleetwood Mac,Dreams - 2004 Remaster,Rhino/Warner Records,6,113,160,3243289,2/8/2024
88,Arctic Monkeys,I Wanna Be Yours,Domino Recording Co,62,77,74,3234487,2/8/2024
89,"Kanye West, Dwele",Flashing Lights,Roc-A-Fella,53,74,108,3232546,2/8/2024
90,Dua Lipa,Dance The Night - From Barbie The Album,Atlantic Records,9,89,37,3230084,2/8/2024
91,The Red Clay Strays,Wondering Why,Red Clay Strays,83,93,10,3190059,2/8/2024
92,The Weeknd,Die For You,Universal Republic Records,8,76,152,3187367,2/8/2024
93,Taylor Swift,cardigan,Taylor Swift,1,115,71,3186416,2/8/2024
94,David Kushner,Daylight,Miserable Music Group,11,80,43,3159069,2/8/2024
95,"The Weeknd, Lana Del Rey",Stargirl Interlude,Universal Republic Records,56,82,84,3137163,2/8/2024
96,"Lil Wayne, Drake, Future",Love Me,CM/Republic,79,86,36,3121526,2/8/2024
97,Taylor Swift,Don’t Blame Me,"Big Machine Records, LLC",49,116,79,3118637,2/8/2024
98,21 Savage,all of me,"Slaughter Gang, LLC/Epic Records",13,65,4,3103431,2/8/2024
99,The Killers,Mr. Brightside,Island Records,50,88,180,3098841,2/8/2024
100,"21 Savage, Doja Cat",n.h.i.e.,"Slaughter Gang, LLC/Epic Records",9,57,4,3098400,2/8/2024
101,Bruno Mars,When I Was Your Man,Atlantic Records,101,-1,15,3082045,2/8/2024
102,Zach Bryan,Oklahoma Smokeshow,Warner Records,73,92,30,3081909,2/8/2024
103,Justin Timberlake,Selfish,RCA Records Label,62,62,2,3072146,2/8/2024
104,Taylor Swift,Lover,Taylor Swift,1,121,63,3032286,2/8/2024
105,Miguel,Sure Thing,Jive,10,100,70,3028569,2/8/2024
106,Brent Faiyaz,Clouded,Lost Kids,39,123,69,2984852,2/8/2024
107,Cigarettes After Sex,Apocalypse,Partisan Records,49,103,79,2980841,2/8/2024
108,Bruno Mars,Just the Way You Are,Elektra (NEK),108,-1,1,2970262,2/8/2024
109,"Metro Boomin, Future, Chris Brown",Superhero (Heroes & Villains) [with Future & Chris Brown],Republic Records,2,105,62,2969345,2/8/2024
110,"KAROL G, Peso Pluma",QLONA,Bichota/Interscope Records,16,83,26,2965848,2/8/2024
111,SZA,Good Days,Top Dawg Entertainment/RCA Records,1,146,131,2962278,2/8/2024
112,Lord Huron,The Night We Met,Play It Again Sam,48,108,94,2954527,2/8/2024
113,Dua Lipa,Houdini,Warner Records,18,147,10,2916021,2/8/2024
114,"Jeremy Jordan, Amir Talai, Erika Henningsen, Kimiko Glenn, Andrew Underberg, Sam Haft",Hell’s Greatest Dad,A24 Music,114,-1,1,2913797,2/8/2024
115,"Drake, Wizkid, Kyla",One Dance,Cash Money Records/Young Money Ent./Universal Rec.,13,110,87,2909104,2/8/2024
116,"Kendrick Lamar, Jay Rock",Money Trees,Aftermath,41,104,164,2885148,2/8/2024
117,Chris Stapleton,You Should Probably Leave,Mercury Nashville,96,106,33,2882052,2/8/2024
118,"Kendrick Lamar, SZA",All The Stars (with SZA),Black Panther (TDE/DMG) PS,2,137,74,2874726,2/8/2024
119,Taylor Swift,Karma,Taylor Swift,5,160,62,2866658,2/8/2024
120,Foo Fighters,Everlong,RCA Records Label,60,120,78,2864141,2/8/2024
121,"Post Malone, Swae Lee",Sunflower - Spider-Man: Into the Spider-Verse,Republic Records,1,109,273,2847893,2/8/2024
122,PinkPantheress,Pain,Parlophone UK,48,140,37,2844555,2/8/2024
123,Tracy Chapman,Fast Car,Elektra Records,123,-1,1,2808218,2/8/2024
124,TV Girl,Cigarettes out the Window,TV Girl,94,112,16,2806832,2/8/2024
125,"Nicki Minaj, Lil Uzi Vert",Everybody (feat. Lil Uzi Vert),Republic Records,27,79,9,2805026,2/8/2024
126,Bad Bunny,MONACO,Rimas Entertainment LLC,2,96,17,2804226,2/8/2024
127,"Peso Pluma, Gabito Ballesteros, Junior H",LADY GAGA,Double P Records,7,102,33,2788836,2/8/2024
128,Frank Ocean,Thinkin Bout You,Red Zone Entertainment / IDJ,89,94,6,2785285,2/8/2024
129,"Christian Borle, Amir Talai, Joel Perez, Andrew Underberg, Sam Haft",Stayed Gone,A24 Music,129,-1,1,2779535,2/8/2024
130,The Walters,I Love You So,Warner Records,9,149,75,2769936,2/8/2024
131,"Oscar Ortiz, Edgardo Nuñez",FIRST LOVE,"Badsin Records, LLC",129,129,3,2760290,2/8/2024
132,Lil Yachty,A Cold Sunday,Quality Control Music/Motown Records,132,-1,1,2747261,2/8/2024
133,The Cranberries,Linger,Island Records,133,157,2,2744317,2/8/2024
134,"Zach Bryan, Maggie Rogers",Dawns (feat. Maggie Rogers),Warner Records,17,124,35,2741933,2/8/2024
135,Chris Stapleton,Tennessee Whiskey,Mercury Nashville,92,130,140,2730488,2/8/2024
136,"The Weeknd, Daft Punk",Starboy,Universal Republic Records,3,107,146,2714291,2/8/2024
137,"Metro Boomin, Future, Don Toliver",Too Many Nights (feat. Don Toliver & with Future),Republic Records,10,133,61,2711692,2/8/2024
138,Olivia Rodrigo,Can’t Catch Me Now - from The Hunger Games: The Ballad of Songbirds & Snakes,Lions Gate Entertainment Inc. under exclusive license to Geffen Records,21,101,14,2686901,2/8/2024
139,The Goo Goo Dolls,Iris,Warner Records,131,-1,16,2676265,2/8/2024
140,Zach Bryan,"Burn, Burn, Burn",Warner Records,68,122,26,2667927,2/8/2024
141,"Xavi, Los Dareyes De La Sierra",Poco A Poco,Interscope Records,115,132,5,2664831,2/8/2024
142,Bryson Tiller,Don't,TrapSoul/RCA Records,82,158,120,2656992,2/8/2024
143,Drake,You Broke My Heart,OVO/Republic,12,125,12,2656643,2/8/2024
144,"Kendrick Lamar, Zacari",LOVE. FEAT. ZACARI.,Aftermath,5,142,168,2650736,2/8/2024
145,"Metro Boomin, Travis Scott, Young Thug",Trance (with Travis Scott & Young Thug),Republic Records,20,128,54,2650578,2/8/2024
146,"21 Savage, Summer Walker",prove it,"Slaughter Gang, LLC/Epic Records",39,136,4,2647324,2/8/2024
147,Arctic Monkeys,505,Domino Recording Co,18,139,160,2617608,2/8/2024
148,"Morgan Wallen, ERNEST",Cowgirls (feat. ERNEST),Big Loud Records / Mercury Records / Republic Records,32,134,42,2610548,2/8/2024
149,"Eslabon Armado, Peso Pluma",Ella Baila Sola,DEL Records,1,111,47,2604351,2/8/2024
150,Laufey,From The Start,Laufey,45,171,29,2596375,2/8/2024
151,"21 Savage, Metro Boomin",Glock In My Lap,"Slaughter Gang, LLC/Epic/Boominati Worldwide/Republic",8,148,69,2593479,2/8/2024
152,Harry Styles,As It Was,Columbia,1,159,94,2591615,2/8/2024
153,Tears For Fears,Everybody Wants To Rule The World,UMC (Universal Music Catalogue),49,-1,77,2589903,2/8/2024
154,Keyshia Cole,Love,A&M (UC),150,167,8,2583195,2/8/2024
155,Bailey Zimmerman,Rock and A Hard Place,Warner Music Nashville/Elektra,26,166,84,2576619,2/8/2024
156,Drake,Passionfruit,Cash Money Records/Young Money Ent./Universal Rec.,1,152,128,2569566,2/8/2024
157,Frank Ocean,Novacane,Red Zone Entertainment / IDJ,90,127,33,2567807,2/8/2024
158,Dylan Gossett,Coal,Dylan Gossett,145,145,5,2564036,2/8/2024
159,The Weeknd,The Hills,Universal Republic Records,27,135,123,2559682,2/8/2024
160,Baby Keem,ORANGE SODA,Baby Keem LLC,54,198,80,2555273,2/8/2024
161,Chris Stapleton,White Horse,Mercury Nashville,45,117,14,2550205,2/8/2024
162,Artemas,if u think i'm pretty,10K Projects,162,-1,1,2546770,2/8/2024
163,Brent Faiyaz,Best Time,ISO Supremacy under exclusive license to UnitedMasters LLC,163,-1,1,2545151,2/8/2024
164,Taylor Swift,august,Taylor Swift,6,-1,59,2542807,2/8/2024
165,Aimee Carty,2 days into college,Aimee Carty,165,-1,1,2533951,2/8/2024
166,Junior H,Y LLORO,WEA Latina,95,114,13,2526885,2/8/2024
167,J. Cole,Wet Dreamz,Roc Nation Records LLC,69,143,120,2520983,2/8/2024
168,Travis Scott,goosebumps,Cactus Jack / Epic,8,163,280,2520802,2/8/2024
169,Toby Keith,"Courtesy Of The Red, White And Blue (The Angry American)",DreamWorks Nashville,169,-1,2,2516343,2/8/2024
170,Warren Zeiders,Pretty Little Poison,Warner Records,116,126,6,2515700,2/8/2024
171,"Offset, Metro Boomin",Ric Flair Drip (with Metro Boomin),"Slaughter Gang, LLC/Epic/Quality Control Music/Motown/Capitol/Boominati Worldwide/Republic",4,168,210,2511725,2/8/2024
172,Creedence Clearwater Revival,Fortunate Son,Craft Recordings,107,183,12,2505890,2/8/2024
173,Kali Uchis,Moonlight,Geffen Records,27,141,50,2503729,2/8/2024
174,Hozier,Work Song,Universal-Island Records Ltd.,174,-1,1,2501625,2/8/2024
175,Kanye West,I Wonder,Roc-A-Fella,57,155,46,2496585,2/8/2024
176,Zach Bryan,Sun to Me,Warner Records,51,195,42,2469682,2/8/2024
177,Steve Lacy,Some,L-M Records,177,188,3,2463779,2/8/2024
178,Sabrina Carpenter,Nonsense,Island Records,15,144,56,2459515,2/8/2024
179,Bruno Mars,Locked out of Heaven,Atlantic Records,122,187,10,2453320,2/8/2024
180,TV Girl,Blue Hair,TV Girl,94,174,24,2449148,2/8/2024
181,Zach Bryan,Tourniquet,Warner Records,10,156,20,2441938,2/8/2024
182,Eyedress,Jealous,Lex Records,137,172,25,2437633,2/8/2024
183,"Daphne Rubin-Vega, Andrew Underberg, Sam Haft",Out For Love,A24 Music,183,-1,1,2437123,2/8/2024
184,Creedence Clearwater Revival,Have You Ever Seen The Rain,Craft Recordings,140,175,8,2430379,2/8/2024
185,"Morgan Wallen, Eric Church",Man Made A Bar (feat. Eric Church),Big Loud Records / Mercury Records / Republic Records,13,151,16,2428797,2/8/2024
186,"Baby Keem, Kendrick Lamar",family ties (with Kendrick Lamar),Columbia,8,178,127,2428731,2/8/2024
187,Bailey Zimmerman,Religiously,Warner Music Nashville/Elektra,23,176,32,2423317,2/8/2024
188,"Travis Scott, Drake",MELTDOWN (feat. Drake),Cactus Jack/Epic,1,196,28,2420712,2/8/2024
189,"Feid, ATL Jacob",LUNA,UMLE - Latino,157,164,3,2418167,2/8/2024
190,Luke Combs,Where the Wild Things Are,River House Artists/Columbia Nashville,190,-1,1,2414061,2/8/2024
191,Josh Meloy,Porch Light,Josh Meloy Music,180,197,3,2413610,2/8/2024
192,"Mac Miller, Empire Of The Sun",The Spins,Rostrum Records,61,181,122,2410092,2/8/2024
193,"Reneé Rapp, Megan Thee Stallion",Not My Fault (with Megan Thee Stallion),Paramount Pictures/Interscope Records,118,118,2,2405216,2/8/2024
194,"Metro Boomin, The Weeknd, 21 Savage",Creepin' (with The Weeknd & 21 Savage),Republic Records,1,161,62,2400947,2/8/2024
195,Taylor Swift,You’re Losing Me (From The Vault),Taylor Swift,7,-1,10,2390873,2/8/2024
196,Chance Peña,i am not who i was,Chance Peña,196,-1,1,2386715,2/8/2024
197,Morgan Wallen,Whiskey Glasses,Big Loud,43,184,241,2384981,2/8/2024
198,Coldplay,Yellow,Parlophone UK,179,199,5,2384542,2/8/2024
199,Taylor Swift,Now That We Don't Talk (Taylor's Version) (From The Vault),Taylor Swift,2,173,15,2379063,2/8/2024
200,Paul Russell,Lil Boo Thang,Arista Records,80,119,6,2371906,2/8/2024
